2000-08-25T01:39:45.000Z 2 1
2000-08-25T02:07:55.000Z 2 0
2000-08-25T02:10:19.000Z 2 1
2000-08-25T02:15:18.000Z 2 0
2000-08-25T04:09:10.000Z 2 1
2000-08-25T06:07:55.000Z 2 0
2000-08-29T20:54:12.000Z 1 1
2000-08-29T21:20:13.000Z 1 0
2000-08-29T21:23:34.000Z 1 1
2000-08-29T21:28:59.000Z 1 0
2000-08-29T23:27:39.000Z 1 1
2000-08-30T01:46:35.000Z 1 0
2000-09-05T16:49:28.000Z 2 1
2000-09-07T00:39:35.000Z 2 0
2000-09-07T20:30:19.000Z 1 1
2000-09-08T02:06:04.000Z 1 0
2000-09-08T02:07:31.000Z 1 1
2000-09-08T15:36:03.000Z 2 1
2000-09-12T10:33:12.000Z 2 0
2000-09-12T10:39:18.000Z 2 1
2000-09-18T20:35:15.000Z 2 0
2000-09-18T20:38:46.000Z 2 1
2000-09-20T18:27:00.000Z 1 0
2000-09-20T18:37:33.000Z 1 1
2000-09-25T19:50:00.000Z 1 0
2000-09-25T19:54:43.000Z 1 1
2000-10-04T16:46:27.000Z 2 0
2000-10-04T16:51:10.000Z 2 1
2000-10-04T19:06:01.000Z 1 0
2000-10-04T19:10:03.000Z 1 1
2000-10-06T14:42:45.000Z 1 0
2000-10-06T14:46:11.000Z 1 1
2000-10-09T10:18:08.000Z 3 1
2000-10-09T10:42:21.000Z 3 0
2000-10-09T10:45:52.000Z 3 1
2000-10-09T10:52:59.000Z 3 0
2000-10-09T12:56:18.000Z 3 1
2000-10-09T14:39:05.000Z 3 0
2000-10-09T16:40:52.000Z 1 0
2000-10-09T16:46:37.000Z 1 1
2000-10-11T07:30:09.000Z 2 0
2000-10-11T07:30:11.000Z 1 0
2000-10-11T07:35:13.000Z 2 1
2000-10-11T07:35:15.000Z 1 1
2000-10-11T16:29:47.000Z 3 1
2000-10-16T16:20:13.000Z 3 0
2000-10-16T16:23:03.000Z 3 1
2000-10-18T14:48:46.000Z 3 0
2000-10-18T14:55:33.000Z 3 1
2000-10-20T16:10:12.000Z 1 0
2000-10-23T15:37:01.000Z 1 1
2000-10-23T15:46:07.000Z 1 0
2000-10-23T15:51:21.000Z 1 1
2000-10-23T18:54:57.000Z 4 1
2000-10-23T19:21:03.000Z 4 0
2000-10-23T19:25:00.000Z 4 1
2000-10-23T19:28:42.000Z 4 0
2000-10-23T20:26:02.000Z 2 0
2000-10-23T20:30:14.000Z 2 1
2000-10-23T21:31:55.000Z 4 1
2000-10-23T22:37:36.000Z 4 0
2000-10-25T16:48:02.000Z 4 1
2000-10-30T14:31:28.000Z 4 0
2000-10-30T14:36:27.000Z 4 1
2000-10-31T14:51:51.000Z 2 0
2000-10-31T15:38:23.000Z 2 1
2000-11-02T16:26:04.000Z 4 0
2000-11-02T16:29:10.000Z 4 1
2000-11-08T13:50:24.000Z 3 0
2000-11-08T14:11:26.000Z 3 1
2000-11-09T05:53:21.000Z 3 0
2000-11-09T11:56:05.000Z 1 0
2000-11-09T11:56:30.000Z 1 1
2000-11-09T13:12:33.000Z 2 0
2000-11-09T13:16:30.000Z 2 1
2000-11-09T13:19:41.000Z 2 0
2000-11-09T13:22:52.000Z 2 1
2000-11-10T13:08:20.000Z 3 1
2000-11-11T13:49:41.000Z 1 0
2000-11-11T13:53:28.000Z 1 1
2000-11-16T14:18:15.000Z 4 0
2000-11-16T14:21:36.000Z 4 1
2000-11-16T22:30:12.000Z 3 0
2000-11-16T22:35:16.000Z 3 1
2000-11-17T07:25:04.000Z 2 0
2000-11-18T22:25:12.000Z 2 1
2000-12-06T13:21:27.000Z 4 0
2000-12-06T14:25:10.000Z 4 1
2000-12-07T05:46:45.000Z 1 0
2000-12-08T16:28:14.000Z 1 1
2000-12-19T01:23:28.000Z 2 0
2000-12-20T15:06:45.000Z 2 1
2000-12-21T11:45:06.000Z 3 0
2000-12-21T11:45:37.000Z 3 1
2000-12-22T21:05:07.000Z 3 0
2000-12-22T21:05:38.000Z 3 1
2001-02-19T15:44:39.000Z 2 0
2001-02-19T16:59:01.000Z 2 1
2001-03-07T01:55:19.000Z 1 0
2001-03-08T10:11:01.000Z 1 1
2001-03-10T15:57:32.000Z 2 0
2001-03-10T16:06:02.000Z 2 1
2001-03-15T00:06:37.000Z 3 0
2001-03-15T00:06:40.000Z 2 0
2001-03-15T00:08:06.000Z 1 0
2001-03-15T00:08:20.000Z 3 1
2001-03-15T00:08:23.000Z 2 1
2001-03-15T00:09:06.000Z 4 0
2001-03-15T00:09:49.000Z 1 1
2001-03-15T00:10:49.000Z 4 1
2001-03-17T11:47:45.000Z 4 0
2001-03-17T11:49:28.000Z 4 1
2001-03-19T09:47:58.000Z 4 0
2001-03-19T09:49:41.000Z 4 1
2001-03-23T14:16:31.000Z 1 0
2001-03-24T05:50:47.000Z 1 1
2001-04-05T03:34:29.000Z 2 0
2001-04-05T14:30:37.000Z 2 1
2001-04-07T08:26:55.000Z 3 0
2001-04-07T08:28:38.000Z 3 1
2001-04-07T08:43:24.000Z 4 0
2001-04-07T08:43:27.000Z 2 0
2001-04-07T08:45:07.000Z 4 1
2001-04-07T08:45:10.000Z 2 1
2001-04-09T20:11:21.000Z 3 0
2001-04-10T14:36:41.000Z 3 1
2001-04-15T16:03:28.000Z 3 0
2001-04-16T13:42:19.000Z 1 0
2001-04-16T13:44:02.000Z 1 1
2001-04-17T12:15:39.000Z 3 1
2001-05-02T07:18:52.000Z 1 0
2001-05-02T09:24:14.000Z 4 0
2001-05-02T12:02:37.000Z 3 0
2001-05-03T16:22:25.000Z 2 0
2001-05-03T16:47:39.000Z 2 1
2001-05-04T12:10:40.000Z 1 1
2001-05-04T12:20:39.000Z 3 1
2001-05-04T13:15:40.000Z 4 1
2001-05-07T07:53:18.000Z 3 0
2001-05-07T11:30:40.000Z 3 1
2001-05-09T06:48:02.000Z 2 0
2001-05-09T09:50:41.000Z 2 1
2001-05-15T10:01:13.000Z 3 0
2001-05-15T14:45:38.000Z 3 1
2001-06-17T08:35:41.000Z 2 0
2001-06-17T08:37:24.000Z 2 1
2001-07-07T08:29:23.000Z 1 0
2001-07-07T16:01:39.000Z 1 1
2001-07-20T01:16:10.000Z 4 0
2001-07-20T02:15:40.000Z 4 1
2001-07-28T10:46:37.000Z 2 0
2001-07-28T11:05:41.000Z 2 1
2001-08-02T03:38:52.000Z 1 0
2001-08-02T09:01:42.000Z 1 1
2001-08-31T18:33:48.000Z 1 0
2001-08-31T18:33:49.000Z 3 0
2001-08-31T18:33:51.000Z 2 0
2001-08-31T18:33:51.000Z 4 0
2001-09-01T14:27:45.000Z 1 1
2001-09-01T14:27:45.000Z 3 1
2001-09-01T14:27:47.000Z 2 1
2001-09-01T14:27:48.000Z 4 1
2001-09-03T03:07:47.000Z 2 0
2001-09-03T03:07:47.000Z 4 0
2001-09-03T03:07:50.000Z 1 0
2001-09-03T03:07:50.000Z 3 0
2001-09-04T03:50:02.000Z 1 1
2001-09-04T03:50:03.000Z 3 1
2001-09-04T03:50:05.000Z 2 1
2001-09-04T03:50:05.000Z 4 1
2001-09-05T11:57:47.000Z 4 0
2001-09-05T11:57:49.000Z 1 0
2001-09-05T11:57:50.000Z 3 0
2001-09-06T16:06:38.000Z 1 1
2001-09-06T16:06:39.000Z 3 1
2001-09-06T16:06:41.000Z 4 1
2001-09-29T16:12:53.000Z 4 0
2001-09-29T16:13:24.000Z 4 1
2001-11-06T02:22:06.000Z 2 0
2001-11-06T16:55:40.000Z 2 1
2001-11-07T19:58:24.000Z 3 0
2001-11-07T22:35:38.000Z 3 1
2002-01-02T15:05:04.000Z 1 0
2002-01-02T15:20:41.000Z 1 1
2002-01-07T17:36:51.000Z 3 0
2002-01-08T15:05:40.000Z 3 1
2002-01-18T11:33:47.000Z 1 0
2002-01-18T12:20:40.000Z 1 1
2002-03-20T10:00:42.000Z 2 0
2002-03-21T09:30:41.000Z 2 1
2002-04-05T06:22:07.000Z 2 0
2002-04-05T13:05:40.000Z 2 1
2002-05-08T08:35:23.000Z 3 0
2002-05-08T09:05:37.000Z 3 1
2002-05-26T10:25:06.000Z 3 0
2002-05-26T10:26:49.000Z 3 1
2002-08-06T05:57:02.000Z 3 0
2002-08-06T06:15:40.000Z 3 1
2002-08-12T11:16:09.000Z 2 0
2002-08-12T11:30:40.000Z 2 1
2002-08-29T22:56:06.000Z 2 0
2002-08-30T14:10:42.000Z 2 1
2002-09-01T23:59:47.000Z 2 0
2002-09-01T23:59:51.000Z 3 0
2002-09-02T16:31:39.000Z 3 1
2002-09-02T16:31:40.000Z 2 1
2002-09-04T08:06:47.000Z 4 0
2002-09-04T08:06:50.000Z 3 0
2002-09-04T08:06:51.000Z 1 0
2002-09-04T08:06:51.000Z 2 0
2002-09-05T01:31:38.000Z 1 1
2002-09-05T01:31:38.000Z 2 1
2002-09-05T01:31:39.000Z 4 1
2002-09-05T01:31:42.000Z 3 1
2002-09-06T17:02:47.000Z 4 0
2002-09-06T17:02:50.000Z 3 0
2002-09-06T17:02:51.000Z 1 0
2002-09-07T09:53:37.000Z 3 1
2002-09-07T09:53:38.000Z 1 1
2002-09-07T09:53:39.000Z 4 1
2002-10-10T14:08:06.000Z 3 0
2002-10-11T11:30:40.000Z 3 1
2002-10-20T13:21:42.000Z 4 0
2002-10-21T10:10:41.000Z 4 1
2002-11-04T09:38:36.000Z 1 0
2002-11-04T10:11:44.000Z 3 0
2002-11-04T10:34:39.000Z 3 1
2002-11-04T11:00:41.000Z 1 1
2002-11-15T03:17:50.000Z 2 0
2002-11-15T03:19:33.000Z 2 1
2002-11-22T15:08:13.000Z 1 0
2002-11-25T11:00:37.000Z 1 1
2002-12-16T16:33:13.000Z 4 0
2002-12-16T16:34:56.000Z 4 1
