% Start time         dt   add/rm problem
2006-01-25T01:01:00Z 660  + PSWAKE1p34
2006-04-04T08:20:00Z 600  + HBIASSA1p34
2006-05-03T03:00:00Z 9600 + HBIASSA1p34
2006-05-03T22:50:00Z 1380 + HBIASSA1p34
2006-05-04T04:50:00Z 1200 + HBIASSA1p34
2006-05-04T06:00:00Z 32400 + HBIASSA1p34
2006-05-05T09:20:00Z 600  + HBIASSA1p34
2006-05-06T15:00:00Z 10800 + HBIASSA1p34
2006-05-18T06:00:00Z 10800 + HBIASSA1p34
2006-05-24T12:00:00Z 7200 + HBIASSA1p34
2006-05-24T18:00:00Z 9000 + HBIASSA1p34
2006-05-24T22:40:00Z 480  + HBIASSA1p34
2006-05-30T14:40:00Z 4800 + HBIASSA1p34
2006-05-30T17:00:00Z 3600 + HBIASSA1p34
2006-06-05T21:00:00Z 76200 + HBIASSA1p34
2006-06-13T16:50:00Z 180  + HBIASSA1p34
2006-06-16T00:37:00Z 10200 + HBIASSA1p34
2006-06-22T02:15:00Z 300  + HBIASSA1p34
2006-06-27T07:55:00Z 11100 + HBIASSA1p34
2006-06-16T13:29:00Z 120  + HBIASSA1p34
2006-06-27T13:28:00Z 240  + HBIASSA1p34
2006-09-21T12:14:00Z 780  + BADBIASRESET1
2006-09-24T18:00:00Z 10800 - HBIASSA1p34
2006-09-24T18:00:00Z 10800 - HBIASSA1p32
2006-12-21T15:00:00Z 10800 - HBIASSA1p34
2006-12-21T15:00:00Z 10800 - HBIASSA1p32
2006-12-31T22:25:00Z 110  + HBIASSA1p34
2006-12-31T22:29:50Z 90   + HBIASSA1p34
2006-12-31T22:41:00Z 60   + HBIASSA1p34
2006-12-31T22:24:00Z 180  + HBIASSA1p32
2006-12-31T22:29:50Z 130  + HBIASSA1p32
2006-12-31T22:40:30Z 120  + HBIASSA1p32
2007-01-26T22:45:00Z 360  + HBIASSA1p32
2007-01-26T22:45:00Z 360  + HBIASSA1p34
2007-01-26T23:20:00Z 300  + HBIASSA1p32
2007-01-26T23:20:00Z 300  + HBIASSA1p34
2007-02-05T09:50:30Z 240  + HBIASSA1p32
2007-02-05T09:50:30Z 240  + HBIASSA1p34
2007-02-05T10:31:00Z 150  + HBIASSA1p32
2007-02-05T10:31:00Z 150  + HBIASSA1p34
2007-02-05T10:39:00Z 90   + HBIASSA1p32
2007-02-05T10:39:00Z 90   + HBIASSA1p34
2007-02-12T10:53:30Z 1350 + HBIASSA1p32
2007-02-12T10:53:30Z 1350 + HBIASSA1p34
2007-03-21T17:15:00Z 90   + HBIASSA1p32
2007-03-21T17:15:00Z 90   + HBIASSA1p34
2007-03-22T12:50:00Z 6600 + HBIASSA1p32
2007-03-22T12:50:00Z 6600 + HBIASSA1p34
