% Start time         dt  add/rm problem
2006-02-05T23:20:00Z 7200  + PSWAKE4p34
2006-02-08T00:00:01Z 8700  + HBIASSA4p34
2006-02-12T15:30:00Z 30600 + BADBIAS4p1
2006-02-12T15:30:00Z 30600 + BADBIAS4p2
2006-02-12T15:30:00Z 30600 + BADBIAS4p3
2006-02-12T15:30:00Z 30600 + BADBIAS4p4
2006-03-13T15:50:00Z 7800  + PSWAKE4p34
2006-04-04T09:00:00Z 3600  + HBIASSA4p34
2006-04-04T10:20:00Z 600   + HBIASSA4p34
2006-05-02T14:55:00Z 300   + PSWAKE4p34
2006-05-09T17:50:00Z 3000  + PSWAKE4p34
2006-05-14T11:50:00Z 600   + PSWAKE4p34
2006-05-24T02:00:00Z 3000  + PSWAKE4p34
2006-05-03T03:00:00Z 9600  + HBIASSA4p34
2006-05-04T06:00:00Z 32400 + HBIASSA4p34
2006-05-06T15:00:00Z 10800 + HBIASSA4p34
2006-05-24T18:00:00Z 9000 + HBIASSA4p34
2006-06-27T07:55:00Z 11100 + HBIASSA4p34
2006-06-05T21:00:00Z 76200 + HBIASSA4p34
2006-06-18T05:52:00Z 65280 + BADBIAS4p1
2006-06-18T05:52:00Z 65280 + BADBIAS4p2
2006-06-18T05:52:00Z 65280 + BADBIAS4p3
2006-06-18T05:52:00Z 65280 + BADBIAS4p4
2006-08-15T13:00:00Z 4200  + HBIASSA4p34
2006-09-24T20:00:00Z 10800 - HBIASSA4p34
2006-09-24T20:00:00Z 10800 - HBIASSA4p12
2006-12-21T15:00:00Z 10800 - HBIASSA4p34
2006-12-21T15:00:00Z 10800 - HBIASSA4p12
2006-12-31T22:00:40Z 80    + HBIASSA4p34
2007-01-26T22:46:30Z 360   + HBIASSA4p12
2007-01-26T22:46:30Z 360   + HBIASSA4p34
2007-02-05T09:48:30Z 180   + HBIASSA4p12
2007-02-05T09:48:30Z 180   + HBIASSA4p34
2007-03-21T17:08:00Z 440   + HBIASSA4p12
2007-03-21T17:08:00Z 440   + HBIASSA4p34
2007-03-22T12:50:00Z 6600  + HBIASSA4p12
2007-03-22T12:50:00Z 6600  + HBIASSA4p34
