   0.0000000e+00   2.8400412e+01
   1.5625000e-02   6.8657591e+00
   3.1250000e-02   1.0488058e-01
   4.6875000e-02   1.3465330e-01
   6.2500000e-02   7.9189321e-02
   7.8125000e-02   2.2598877e-02
   9.3750000e-02   2.8037925e-02
   1.0937500e-01   2.3505295e-02
   1.2500000e-01   2.1364800e-02
   1.4062500e-01   2.2978198e-02
   1.5625000e-01   2.1519373e-02
   1.7187500e-01   6.0929608e-03
   1.8750000e-01   2.7717506e-02
   2.0312500e-01   1.9471026e-01
   2.1875000e-01   9.2740102e-02
   2.3437500e-01   4.5670859e-03
   2.5000000e-01   3.9218410e-03
   2.6562500e-01   3.7089948e-03
   2.8125000e-01   4.4025036e-03
   2.9687500e-01   3.4623297e-03
   3.1250000e-01   3.5239419e-03
   3.2812500e-01   2.5510345e-03
   3.4375000e-01   2.0262558e-03
   3.5937500e-01   1.4140934e-03
   3.7500000e-01   1.3689175e-03
   3.9062500e-01   1.7134046e-03
   4.0625000e-01   1.2001578e-02
   4.2187500e-01   1.1375721e-02
   4.3750000e-01   2.0251668e-03
   4.5312500e-01   1.2394200e-03
   4.6875000e-01   8.8923193e-04
   4.8437500e-01   8.3543123e-04
   5.0000000e-01   8.1478149e-04
   5.1562500e-01   6.0944971e-04
   5.3125000e-01   6.6559389e-04
   5.4687500e-01   3.3080245e-04
   5.6250000e-01   3.5680277e-04
   5.7812500e-01   5.4133756e-04
   5.9375000e-01   7.0602008e-04
   6.0937500e-01   4.3467811e-03
   6.2500000e-01   5.6092040e-03
   6.4062500e-01   8.0850281e-04
   6.5625000e-01   3.3446210e-04
   6.7187500e-01   3.4011422e-04
   6.8750000e-01   3.3410748e-04
   7.0312500e-01   2.8309508e-04
   7.1875000e-01   2.9173577e-04
   7.3437500e-01   2.2787190e-04
   7.5000000e-01   2.0834124e-04
   7.6562500e-01   1.5854621e-04
   7.8125000e-01   1.9421224e-04
   7.9687500e-01   1.4098825e-04
   8.1250000e-01   7.6284633e-04
   8.2812500e-01   1.7219626e-03
   8.4375000e-01   3.7057061e-04
   8.5937500e-01   1.6735561e-04
   8.7500000e-01   1.5231731e-04
   8.9062500e-01   1.9493859e-04
   9.0625000e-01   1.8977323e-04
   9.2187500e-01   1.4386523e-04
   9.3750000e-01   1.6930903e-04
   9.5312500e-01   1.1632216e-04
   9.6875000e-01   1.1952611e-04
   9.8437500e-01   1.2822769e-04
   1.0000000e+00   1.2363364e-04
   1.0156250e+00   2.6226011e-04
   1.0312500e+00   1.5620095e-03
   1.0468750e+00   6.1575434e-04
   1.0625000e+00   1.4299870e-04
   1.0781250e+00   2.1476811e-04
   1.0937500e+00   1.8291904e-04
   1.1093750e+00   1.0004705e-04
   1.1250000e+00   1.4148451e-04
   1.1406250e+00   1.1927120e-04
   1.1562500e+00   1.0131481e-04
   1.1718750e+00   7.4611021e-05
   1.1875000e+00   9.3250234e-05
   1.2031250e+00   6.3502233e-05
   1.2187500e+00   1.1581267e-04
   1.2343750e+00   3.2076857e-04
   1.2500000e+00   2.6038816e-04
   1.2656250e+00   1.2525364e-04
   1.2812500e+00   6.9634642e-05
   1.2968750e+00   6.1083130e-05
   1.3125000e+00   7.7839463e-05
   1.3281250e+00   5.7637589e-05
   1.3437500e+00   4.8414015e-05
   1.3593750e+00   4.7033443e-05
   1.3750000e+00   5.4088089e-05
   1.3906250e+00   3.5699654e-05
   1.4062500e+00   5.9408054e-05
   1.4218750e+00   8.3176637e-05
   1.4375000e+00   4.5418880e-04
   1.4531250e+00   4.9071334e-04
   1.4687500e+00   9.1133687e-05
   1.4843750e+00   4.6400297e-05
   1.5000000e+00   5.5031915e-05
   1.5156250e+00   4.9382537e-05
   1.5312500e+00   6.0668577e-05
   1.5468750e+00   4.2981411e-05
   1.5625000e+00   4.8827612e-05
   1.5781250e+00   5.9447279e-05
   1.5937500e+00   5.8593824e-05
   1.6093750e+00   3.4559829e-05
   1.6250000e+00   4.2826693e-05
   1.6406250e+00   9.4157381e-05
   1.6562500e+00   1.3878792e-04
   1.6718750e+00   7.1948187e-05
   1.6875000e+00   4.1317036e-05
   1.7031250e+00   2.9402136e-05
   1.7187500e+00   4.5088894e-05
   1.7343750e+00   6.2603796e-05
   1.7500000e+00   5.4488361e-05
   1.7656250e+00   4.1098216e-05
   1.7812500e+00   3.6524157e-05
   1.7968750e+00   3.3524678e-05
   1.8125000e+00   4.3584934e-05
   1.8281250e+00   3.9968900e-05
   1.8437500e+00   6.8460829e-05
   1.8593750e+00   2.1745971e-04
   1.8750000e+00   1.2241108e-04
   1.8906250e+00   5.7379978e-05
   1.9062500e+00   4.3725690e-05
   1.9218750e+00   2.7033558e-05
   1.9375000e+00   3.8288174e-05
   1.9531250e+00   4.3657588e-05
   1.9687500e+00   4.2739701e-05
   1.9843750e+00   4.6978452e-05
   2.0000000e+00   4.5190512e-05
   2.0156250e+00   4.1495734e-05
   2.0312500e+00   4.9121234e-05
   2.0468750e+00   2.8019261e-05
   2.0625000e+00   4.5309361e-05
   2.0781250e+00   3.1466340e-05
   2.0937500e+00   3.6202150e-05
   2.1093750e+00   3.4934799e-05
   2.1250000e+00   2.9107841e-05
   2.1406250e+00   2.2036026e-05
   2.1562500e+00   2.1243409e-05
   2.1718750e+00   2.9684425e-05
   2.1875000e+00   2.6824287e-05
   2.2031250e+00   2.7457928e-05
   2.2187500e+00   2.9623109e-05
   2.2343750e+00   2.4612100e-05
   2.2500000e+00   2.0985589e-05
   2.2656250e+00   7.6492522e-05
   2.2812500e+00   7.4602418e-05
   2.2968750e+00   3.0045196e-05
   2.3125000e+00   2.2822230e-05
   2.3281250e+00   2.5177254e-05
   2.3437500e+00   2.7288365e-05
   2.3593750e+00   2.1465882e-05
   2.3750000e+00   1.7217389e-05
   2.3906250e+00   1.6579769e-05
   2.4062500e+00   1.6032434e-05
   2.4218750e+00   2.3762311e-05
   2.4375000e+00   2.3541609e-05
   2.4531250e+00   2.0117378e-05
   2.4687500e+00   4.4895353e-05
   2.4843750e+00   5.2241773e-05
   2.5000000e+00   2.1285878e-05
   2.5156250e+00   1.3278949e-05
   2.5312500e+00   1.7360895e-05
   2.5468750e+00   1.8377700e-05
   2.5625000e+00   1.9694474e-05
   2.5781250e+00   2.1108704e-05
   2.5937500e+00   2.3747982e-05
   2.6093750e+00   1.9635686e-05
   2.6250000e+00   1.5521660e-05
   2.6406250e+00   1.6628973e-05
   2.6562500e+00   1.1596747e-05
