%  f [Hz]          power [(mV/m)^2/Hz]   
   3.7187500e+00   1.2997473e-05
   3.7343750e+00   1.4274425e-05
   3.7500000e+00   1.4210701e-05
   3.7656250e+00   8.3645314e-05
   3.7812500e+00   4.5678939e-05
   3.7968750e+00   6.9294935e-06
   3.8125000e+00   2.8381895e-05
   3.8281250e+00   3.8827507e-05
   3.8437500e+00   9.0804930e-06
   3.8593750e+00   3.6792694e-05
   3.8750000e+00   1.0273921e-04
   3.8906250e+00   2.0031047e-05
   3.9062500e+00   8.7008710e-06
   3.9218750e+00   3.1630787e-05
   3.9375000e+00   1.9457605e-05
   3.9531250e+00   6.2416943e-06
   3.9687500e+00   1.2627616e-05
   3.9843750e+00   1.3944609e-05
   4.0000000e+00   5.1589169e-06
   4.0156250e+00   8.9646304e-06
   4.0312500e+00   2.0513117e-05
   4.0468750e+00   5.0310822e-06
   4.0625000e+00   1.9614433e-05
   4.0781250e+00   8.7190752e-05
   4.0937500e+00   3.2307921e-05
   4.1093750e+00   4.8371481e-06
   4.1250000e+00   1.3808336e-05
   4.1406250e+00   1.0155133e-05
   4.1562500e+00   5.1169460e-06
   4.1718750e+00   1.2514293e-05
   4.1875000e+00   2.1991294e-05
   4.2031250e+00   6.1445628e-06
   4.2187500e+00   6.8769367e-06
   4.2343750e+00   1.0522604e-05
   4.2500000e+00   4.2444949e-06
   4.2656250e+00   1.4907006e-05
   4.2812500e+00   1.0064597e-04
   4.2968750e+00   6.5826119e-05
   4.3125000e+00   8.2681473e-06
   4.3281250e+00   5.1056215e-05
   4.3437500e+00   6.5068601e-05
   4.3593750e+00   1.0288389e-05
   4.3750000e+00   2.1886481e-05
   4.3906250e+00   5.4047827e-05
   4.4062500e+00   1.5376467e-05
   4.4218750e+00   1.0794661e-05
   4.4375000e+00   6.1359413e-05
   4.4531250e+00   3.7948378e-05
   4.4687500e+00   6.5776317e-06
   4.4843750e+00   7.3986323e-06
   4.5000000e+00   5.1113753e-06
   4.5156250e+00   4.7153221e-06
   4.5312500e+00   1.1848554e-05
   4.5468750e+00   2.1379038e-05
   4.5625000e+00   7.9498780e-06
   4.5781250e+00   1.3650155e-05
   4.5937500e+00   6.0481719e-05
   4.6093750e+00   2.5597490e-05
   4.6250000e+00   4.0306532e-06
   4.6406250e+00   2.7271740e-05
   4.6562500e+00   2.9037864e-05
   4.6718750e+00   4.7411114e-06
   4.6875000e+00   1.5015144e-05
   4.7031250e+00   2.7291221e-05
   4.7187500e+00   8.4837469e-06
   4.7343750e+00   1.4124087e-05
   4.7500000e+00   8.1608500e-05
   4.7656250e+00   3.1207611e-05
   4.7812500e+00   5.1275255e-06
   4.7968750e+00   2.0106610e-05
   4.8125000e+00   1.5399092e-05
   4.8281250e+00   7.1880421e-06
   4.8437500e+00   6.4902237e-06
   4.8593750e+00   9.1208850e-06
   4.8750000e+00   5.4067332e-06
   4.8906250e+00   2.3694005e-05
   4.9062500e+00   1.0567445e-04
   4.9218750e+00   3.0955286e-05
   4.9375000e+00   2.8646775e-06
   4.9531250e+00   7.2108365e-06
   4.9687500e+00   5.5000559e-06
   4.9843750e+00   5.1533684e-06
   5.0000000e+00   3.1360785e-05
   5.0156250e+00   3.7525741e-05
   5.0312500e+00   4.7125898e-06
   5.0468750e+00   6.8853627e-06
   5.0625000e+00   1.1742437e-05
   5.0781250e+00   8.3659125e-06
   5.0937500e+00   1.3853343e-05
   5.1093750e+00   9.2183464e-05
   5.1250000e+00   5.6839011e-05
   5.1406250e+00   4.4508360e-06
   5.1562500e+00   1.6333655e-05
   5.1718750e+00   2.0664549e-05
   5.1875000e+00   4.6190842e-06
   5.2031250e+00   1.4609815e-05
   5.2187500e+00   3.4112722e-05
   5.2343750e+00   1.2307041e-05
   5.2500000e+00   4.5413500e-06
   5.2656250e+00   1.5177649e-05
   5.2812500e+00   8.2404604e-06
   5.2968750e+00   5.5739967e-06
   5.3125000e+00   7.5710915e-05
   5.3281250e+00   7.4123780e-05
   5.3437500e+00   8.2286255e-06
   5.3593750e+00   1.3443899e-05
   5.3750000e+00   2.5809292e-05
   5.3906250e+00   7.4664811e-06
   5.4062500e+00   9.2764929e-06
   5.4218750e+00   2.6157542e-05
   5.4375000e+00   8.0220896e-06
   5.4531250e+00   5.7025844e-06
   5.4687500e+00   3.7241617e-05
   5.4843750e+00   2.7287197e-05
   5.5000000e+00   3.2337542e-06
   5.5156250e+00   6.6148301e-06
   5.5312500e+00   7.2964279e-06
   5.5468750e+00   3.8852024e-06
   5.5625000e+00   6.1321176e-06
   5.5781250e+00   2.2203794e-05
   5.5937500e+00   9.2164000e-06
   5.6093750e+00   5.5893963e-06
   5.6250000e+00   2.6526649e-05
   5.6406250e+00   1.9001068e-05
   5.6562500e+00   4.4104901e-06
   5.6718750e+00   3.1196421e-05
   5.6875000e+00   3.5930315e-05
   5.7031250e+00   4.2150136e-06
   5.7187500e+00   1.1207262e-05
   5.7343750e+00   3.0484288e-05
   5.7500000e+00   6.6615771e-06
   5.7656250e+00   9.2806987e-06
   5.7812500e+00   5.5765297e-05
   5.7968750e+00   2.9295416e-05
   5.8125000e+00   3.8116153e-06
   5.8281250e+00   4.1951158e-05
   5.8437500e+00   5.0320013e-05
   5.8593750e+00   4.2032090e-06
   5.8750000e+00   1.4836006e-05
   5.8906250e+00   3.5486186e-05
   5.9062500e+00   9.3666132e-06
   5.9218750e+00   3.9039063e-06
   5.9375000e+00   3.4416584e-06
   5.9531250e+00   2.3371251e-06
   5.9687500e+00   3.8893074e-06
   5.9843750e+00   3.1471937e-05
   6.0000000e+00   2.6330129e-05
   6.0156250e+00   3.3211447e-06
   6.0312500e+00   1.0572713e-05
   6.0468750e+00   1.8158246e-05
   6.0625000e+00   5.0768279e-06
   6.0781250e+00   1.3170740e-05
   6.0937500e+00   5.3069074e-05
   6.1093750e+00   1.6986863e-05
   6.1250000e+00   6.1103808e-06
   6.1406250e+00   5.6762900e-05
   6.1562500e+00   4.3918188e-05
   6.1718750e+00   5.9390423e-06
   6.1875000e+00   2.8931441e-05
   6.2031250e+00   4.7525714e-05
   6.2187500e+00   6.2785692e-06
   6.2343750e+00   2.2557368e-05
   6.2500000e+00   9.0150159e-05
   6.2656250e+00   2.5040984e-05
   6.2812500e+00   3.3552426e-06
   6.2968750e+00   1.0646600e-05
   6.3125000e+00   9.3363831e-06
   6.3281250e+00   3.9281576e-06
   6.3437500e+00   3.5306304e-05
   6.3593750e+00   4.5821384e-05
   6.3750000e+00   4.4553908e-06
   6.3906250e+00   2.7123867e-06
   6.4062500e+00   2.7796318e-06
   6.4218750e+00   2.7086323e-06
   6.4375000e+00   5.5502193e-06
   6.4531250e+00   2.2466848e-05
   6.4687500e+00   9.3575527e-06
   6.4843750e+00   4.2912093e-06
   6.5000000e+00   3.6423194e-05
   6.5156250e+00   3.6849857e-05
   6.5312500e+00   4.7111041e-06
   6.5468750e+00   1.2201124e-05
   6.5625000e+00   2.5766744e-05
   6.5781250e+00   4.8675697e-06
   6.5937500e+00   6.4095254e-06
   6.6093750e+00   2.6870190e-05
   6.6250000e+00   9.6696430e-06
   6.6406250e+00   5.5070406e-06
   6.6562500e+00   6.0044843e-05
   6.6718750e+00   4.9794883e-05
   6.6875000e+00   6.6987504e-06
   6.7031250e+00   1.0052883e-04
   6.7187500e+00   1.8752442e-04
   6.7343750e+00   2.4466200e-05
   6.7500000e+00   2.0539061e-05
   6.7656250e+00   7.5404752e-05
   6.7812500e+00   2.1664839e-05
   6.7968750e+00   3.5975551e-06
   6.8125000e+00   2.1986031e-05
   6.8281250e+00   1.6186167e-05
   6.8437500e+00   3.9329884e-06
   6.8593750e+00   5.9963853e-05
   6.8750000e+00   8.1221116e-05
   6.8906250e+00   7.2923786e-06
   6.9062500e+00   2.0714547e-06
   6.9218750e+00   2.8386243e-06
   6.9375000e+00   1.9800659e-06
   6.9531250e+00   3.6224990e-06
   6.9687500e+00   8.8169842e-06
   6.9843750e+00   5.8479676e-06
   7.0000000e+00   3.7698320e-06
   7.0156250e+00   2.7703287e-05
   7.0312500e+00   3.5127570e-05
   7.0468750e+00   6.3083711e-06
   7.0625000e+00   5.3422215e-06
   7.0781250e+00   5.0918648e-06
   7.0937500e+00   3.1621511e-06
   7.1093750e+00   7.7797498e-06
   7.1250000e+00   2.1030139e-05
   7.1406250e+00   8.9917530e-06
   7.1562500e+00   3.2192099e-06
   7.1718750e+00   2.0219092e-05
   7.1875000e+00   1.9959821e-05
   7.2031250e+00   3.7389738e-06
   7.2187500e+00   1.1471416e-05
   7.2343750e+00   1.6190404e-05
   7.2500000e+00   4.0795534e-06
   7.2656250e+00   3.0801801e-06
   7.2812500e+00   1.1153820e-05
   7.2968750e+00   5.8834517e-06
   7.3125000e+00   4.6713749e-06
   7.3281250e+00   2.1444464e-05
   7.3437500e+00   1.5073522e-05
   7.3593750e+00   2.5494995e-06
   7.3750000e+00   1.2527815e-05
   7.3906250e+00   2.2921884e-05
   7.4062500e+00   5.8696793e-06
   7.4218750e+00   1.6211283e-05
   7.4375000e+00   6.4447511e-05
   7.4531250e+00   1.8566458e-05
   7.4687500e+00   3.6999583e-06
   7.4843750e+00   1.8080590e-05
   7.5000000e+00   1.1942750e-05
   7.5156250e+00   1.5099349e-06
   7.5312500e+00   3.8015722e-06
   7.5468750e+00   4.9934845e-06
   7.5625000e+00   2.4906646e-06
   7.5781250e+00   5.0109224e-06
   7.5937500e+00   1.0565228e-05
   7.6093750e+00   4.2018910e-06
   7.6250000e+00   3.3746497e-06
   7.6406250e+00   7.6362010e-06
   7.6562500e+00   5.1496163e-06
   7.6718750e+00   2.1767488e-06
   7.6875000e+00   1.3138020e-05
   7.7031250e+00   1.3100697e-05
