980698200 3000 0 19
980705400 6600 0 19
982905480 11700 0 9999
983143560 2640 0 2
983167800 12960 0 9999
983760120 2520 1 2
984171480 2340 1 2
984399360 9240 0 9999
984743940 14160 0 9999
984820800 13260 0 9999
984961080 10920 0 9999
985229280 3120 0 9999
985232400 10260 0 0
986020500 1380 0 9999
987579000 300 1 2
987888600 11100 0 9999
989517860 70 1 2
990053160 1680 1 2
995354100 260 1 2
1001921400 2100 1 260
1002803681 1258 0 0
1003108680 61030 0 2
1003297723 90 1 0
1005761760 26880 0 0
1008080820 7020 0 1
1008285240 7020 0 1
1009508577 -1 0 11
1009981500 4500 0 261
1010305600 240 0 2
1010483400 -157 0 12
1010779193 11 1 2
1011317460 39660 0 0
1013571468 3 0 2
1013799300 604800 1 12
1013982300 1500 1 261
1014187380 2100 1 261
1014392580 -157 1 261
1021175637 1800 1 261
1028658000 10800 0 1
1032571080 11340 0 1
1033574400 34200 1 9999
1033785000 23400 1 9999
1034030700 300 1 2
1036185780 11820 0 9999
1036200780 87060 0 9999
1036330440 77580 0 0
1037898060 6060 0 0
1037922720 54960 0 0
1037931540 290880 0 0
1038499800 16200 0 0
1039521840 6420 1 1
1040738700 16200 0 0
1042650000 300 1 2
1044482760 27060 0 0
1045047720 10740 0 0
1046254290 600 0 9999
1048046520 59760 0 0
1048252067 169393 0 0
1048361520 54396 1 999
1048737276 90084 1 999
1048741920 14400 0 1
1049765400 90060 1 999
1049955960 180 0 9999
1049957340 120 0 9999
1051264800 300 1 2
1051436460 16200 0 1
1054891500 7200 0 1
1055941102 598664 0 999
1057063169 125431 0 15
1058009220 780 1 1
1058036400 180 1 1
1058364060 3360 0 999
1058445000 320 1 1
1058806200 360 1 1
1059880560 114060 0 0
1060870320 33960 0 1
1067392680 46260 0 0
1068645420 37440 0 2
1069928760 30960 0 13
1071176100 10800 0 1
1071342600 7380 1 999
1073496600 300 1 2
1073531100 82085 0 0
1075413960 571140 0 1
1077780720 197940 0 1
1079252280 112800 0 0
1080318060 77940 0 2
1083468600 5340 1 2
1083924000 340 1 2
1084874400 15600 0 9999
1084957200 45 1 2
1085017500 30120 0 1
1085128200 20 1 2
1085132040 37020 0 11
1085823300 10800 0 1
1085888790 180 1 2
1087163610 70950 0 0
1087379820 3600 1 999
1090437604 3 0 1
1092045900 6600 0 1
1092456600 7200 0 1
1093133700 270 1 2
1093982100 10800 0 1
1094373180 68220 1 0
1094574180 72630 1 0
1094778050 71660 1 0
1095364448 183078 0 0
1095547526 1758 0 999
1095549284 121242 0 0
1095671828 112697 0 0
1096033680 48060 0 2
1096997230 2 0 1
1098269803 2 0 1
1099821600 20220 0 9999
1099988569 110251 0 1
1100128920 28380 0 2
1100276779 106741 0 1
1101599580 1 0 9999
1101651480 19860 0 9999
1102223520 9300 0 9999
1102892580 2400 0 9999
1105171140 5940 0 9999
1106858100 13980 0 9999
1107622740 16080 0 9999
1108684740 660 0 9999
1109062620 4440 0 9999
1109138400 1260 0 9999
1110089400 9300 0 9999
1110696900 22020 0 9999
1110762600 12660 0 9999
1110796200 260 1 2
1111583280 9780 0 9999
1112548200 18720 0 9999
1113115620 107400 1 132
1113223080 15060 0 9999
1113641400 9000 0 1
1114803060 8760 0 9999
1115287200 10800 0 1
1115490480 11400 0 9999
1115723100 5400 0 1
1117158120 123780 0 9999
1118561160 31560 0 11
1119247200 20 1 2
1119464280 63720 0 9999
1120114895 5 1 2
1120993920 2760 0 9999
1127854800 5580 0 9999
1128555000 300 1 2
1128676740 5520 0 9999
1131514560 25080 0 1
1131668400 11400 0 9999
1132307700 57600 0 9999
1133168580 39480 0 9999
1133308440 16320 0 2
1133361480 91920 0 2
1133956680 191820 0 1
1134148500 54900 0 9999
1134451500 1500 1 261
1134709800 133800 0 9999
1134915240 18180 0 9999
1134952320 14880 0 9999
1135406400 52800 0 9999
1135632300 29100 0 9999
1139606538 453 1 0
1139691720 236717 0 0
1141851118 11282 0 16
1142315077 24900 0 0
1142813048 60 0 999
1143214732 341168 0 0
1144414740 360 1 2
1144496910 42660 0 2
1151598600 19320 0 13
1152282120 924810 0 999
1152430860 5760 0 1
1153463520 3000 0 0
1154329740 86400 0 0
1155018600 32400 0 13
1155051000 7200 0 16
1156238100 5400 1 132
1156338540 59970 0 1
1156482660 7200 0 0
1157444089 3 0 2
1157470500 6000 1 132
1158079800 8700 1 132
1158327000 477000 1 0
1159327800 9000 1 132
1159866300 142320 0 0
1160044840 20 0 2
1160345100 10800 1 132
1161032400 300 1 2
1161583800 5400 1 132
1162122300 130500 0 13
1163614828 104640 0 999
1163640900 2460 1 132
1164256740 300 1 2
1165490210 300 1 2
1166367092 18660 0 0
1166574780 92220 0 0
1166805384 20160 0 1
1168514280 14160 1 0
1172506080 80880 0 16
1172625514 70320 0 0
1173169643 17576 0 0
1173508320 4620 1 0
1173713820 4020 1 0
1173919260 3780 1 0
1174124880 4620 1 0
1174330560 4200 1 0
1174536180 4140 1 0
1174741680 4860 1 0
1174947300 3960 1 0
1175152980 3840 1 0
1175698400 177000 0 0
1176815700 17100 0 16
1176893992 300 1 2
1177021140 46440 0 0
1177307609 2 0 2
1177972930 69260 0 2
1179130320 540 0 0
1180365660 60 1 2
1180365660 33486 1 132
1180365660 33486 1 132
1181933220 51000 0 0
1182239760 540 0 0
1183555524 7722 0 132
1183636884 39462 0 132
 1.1836847705e+09 2 0 2
1184221980 4320 0 0
1185344992 420 1 2
1185864444 3336 0 0
1186050593 300 1 2
1186253400 21780 0 999
1192260108 72741 0 1
 1.1932667935e+09 420 1 2
1193570055 5 0 2
1193969124 8142 0 132
1194180600 4140 1 2
1194688728 1298 1 2
1195215600 4800 1 2
1195710374 15 1 2
1195829400 45 1 2
1196327039 5 1 2
1196943842 60 1 2
1199437620 30660 0 2
1200539927 50268 0 0
1201155082 28538 0 0
1201537800 390 1 2
1202137200 5 1 2
1205214600 59280 0 1
1206575498 1 0 2
1208594040 177960 0 0
1208919060 51540 0 2
1209124800 240 1 2
1209145680 4500 0 0
1210443398 136665 0 0
1210594443 120593 0 0
1210992840 18060 0 0
1211023440 31680 0 0
1212045720 8400 0 2
1214320740 96360 0 0
1214936940 78660 0 16
1215130703 4 0 2
1215131899 4 0 2
1215835828 90000 0 0
1215991808 5 0 2
1217284951 90 1 2
1217424600 240 1 2
1217517328 91809 0 0
1217696307 5 1 2
1218215064 21222 0 132
1218796344 55542 0 132
1219239084 23382 0 132
1219475160 280380 0 0
1219779624 98562 0 132
1220518240 5 0 2
1222368024 52962 0 132
1222689948 61998 0 132
1223097324 24642 0 132
1223121480 8400 0 0
1223880684 102762 0 132
1224527640 208440 1 999
1224816120 417600 0 0
1225809624 20382 0 132
1226334098 60 1 2
1226390784 8622 0 132
1226408400 300 1 2
1227776722 90 1 2
1228186027 5 1 2
1228288510 50700 0 0
1228597124 5 1 2
1229984872 79320 0 0
1230435329 50400 0 0
1230485400 17640 0 16
1232319971 50306 0 0
1234491600 52680 0 16
1234686697 4 0 2
1234967020 20880 0 2
1236876120 68400 0 0
1236960660 25565 0 0
1236986225 22140 0 0
1237593624 25782 0 132
1238722721 2 0 2
1240126139 1592126 0 14
1240570399 11598 0 0
1241296800 12288 0 0
1241611200 1260 1 2
1241718262 14438 0 999
1241767800 -1 0 999
1241856906 114300 1 14
1241888484 58422 0 132
1242385200 270 1 2
1243967520 144000 0 2
1244894700 857460 0 999
1248049200 18420 0 0
1249752703 36840 0 0
1251446400 230 1 2
1251799764 9342 0 132
1251913840 121920 0 0
1252010964 7542 0 132
1252212924 7542 0 132
1252391844 34242 0 132
1252832304 6342 0 132
1252853124 99462 0 132
1253033544 9282 0 132
1253447424 7542 0 132
1253454528 38400 0 0
1253487324 5976 0 132
1253652204 7542 0 132
1254306780 44820 0 0
1254464784 3942 0 132
1254668964 3942 0 132
1254981120 27660 0 2
1255207920 2700 1 16
1255336110 83490 0 2
1255395720 2700 1 16
1255494264 7542 0 132
1255503600 -1 0 14
1255797660 2700 1 16
1255996260 2700 1 16
1256111064 7542 0 132
1256153700 21420 0 0
1256702484 36582 0 132
1257138624 7542 0 132
1257924663 8 0 2
1258645500 200 1 2
1260256390 50400 0 0
1260345536 11 0 2
1260395280 11400 0 2
1262543924 20 0 2
1262806670 20 0 2
1263035272 -1 1 999
1263325474 10 0 2
1263402900 300 1 2
1263501737 8 0 2
1263517262 10 0 2
1263690384 12342 0 132
1264059324 34302 0 132
1264106880 84300 0 2
1264845804 29322 0 132
1265013180 1500 0 0
1265019000 17940 0 0
1265046420 51720 0 0
1265270100 429900 0 0
1265934512 6 0 2
1267422780 10800 0 2
1269667500 9900 0 132
1269923538 2 0 2
1270528824 8982 0 132
1270662024 41382 0 132
1270915524 17922 0 132
1271112024 16902 0 132
1271295624 28722 0 132
1271427660 3000 0 0
1271479824 39822 0 132
1271695224 19782 0 132
1271799960 27240 0 0
1271891724 18702 0 132
1272065784 39822 0 132
1272281724 19602 0 132
1272477924 18822 0 132
1272862524 24282 0 132
1272942432 29808 1 999
1273237500 40320 1 999
1273418124 48282 0 132
1273696294 2 0 2
1274020824 38862 0 132
1274964924 60282 0 132
1275397524 29742 0 132
1275613224 5982 0 132
1275781224 26982 0 132
1275978960 10800 1 0
1276154580 10800 1 0
1276328520 12600 1 0
1276501740 12540 0 0
1276757940 8640 1 0
1276857300 6840 1 0
1277233920 118800 0 0
1277568744 7542 0 132
1277901924 65082 0 132
1278353640 4200 0 2
1278353664 4122 0 132
1278549204 3942 0 132
1278744504 3942 0 132
1278895224 48582 0 132
1279103124 18882 0 132
1279330764 3942 0 132
1279526124 3942 0 132
1279743924 76282 0 132
1279913424 7362 0 132
1280089824 26322 0 132
1280304024 7542 0 132
1280677224 25182 0 132
1280893824 3942 0 132
1281228480 6900 1 0
1281281664 3942 0 132
1281671904 7542 0 132
1281753060 20400 1 0
1281842880 7200 1 0
1281870924 3942 0 132
1281947301 3600 0 0
1282348320 7700 1 0
1282386624 69942 0 132
1283007384 40002 0 132
1283582364 51162 0 132
1284020544 3942 0 132
1284069600 66600 0 2
1284186924 32082 0 132
1284537624 73122 0 132
1284675480 18000 1 0
1284964224 34782 0 132
1285436143 2 0 2
1285564704 23142 0 132
1285710240 14400 1 0
1286054160 18000 1 0
1286166504 7542 0 132
1286691864 68502 0 132
1287295824 50682 0 132
1287851400 80100 0 2
1287948600 162900 0 2
1288316184 7422 0 132
1288340064 97722 0 132
1289103324 4002 0 132
1289128200 73800 0 2
