% Start time         dt  add/rm problem
2009-02-14T01:55:00Z 6300 + HBIASSA2p32
2009-02-14T01:55:00Z 6300 + HBIASSA2p34
2009-03-19T07:55:00Z 23340 + PROBESA2p2
2009-03-19T07:55:00Z 23340 + PROBESA2p3
2009-03-19T07:55:00Z 23340 + PROBESA2p4
2009-06-24T01:30:00Z 18000 + HBIASSA2p32
2009-06-24T01:30:00Z 18000 + HBIASSA2p34
2009-09-13T14:45:00Z 99660 + HBIASSA2p32
2009-09-13T14:45:00Z 99660 + HBIASSA2p34
2009-09-23T19:30:00Z 5400  + LOWAKE2p32
2009-09-23T19:30:00Z 5400  + LOWAKE2p34
2009-09-28T07:10:00Z 6600  + HBIASSA2p32
2009-09-28T07:10:00Z 6600  + HBIASSA2p34
2010-03-21T18:30:00Z 19800 + LOWAKE2p34
2010-03-21T18:30:00Z 19800 + LOWAKE2p32
2010-03-26T07:30:00Z 10800 + LOWAKE2p34
2010-03-26T07:30:00Z 10800 + LOWAKE2p32
2011-04-30T06:00:00Z 31536000 + HBIASSA2p32
2011-04-30T06:00:00Z 31536000 + HBIASSA2p34
2018-07-22T11:00:00Z 7200  + BADBIAS2p3
2018-07-22T11:00:00Z 7200  + BADBIAS2p4
2018-12-31T02:45:00Z 51900 + BADBIAS2p3
2018-12-31T02:45:00Z 51900 + BADBIAS2p4
2020-06-13T02:00:00Z 75600 + BADBIAS2p3
2020-06-13T02:00:00Z 75600 + BADBIAS2p4
2020-10-12T16:20:00Z 3000  + BADBIAS2p3
2020-10-12T16:20:00Z 3000  + BADBIAS2p4
