% Start time         dt  add/rm problem
2001-11-20T04:30:00Z 3600 + BADBIAS2p1
2001-11-20T16:40:00Z 790 + BADBIAS2p1
2003-03-19T15:30:00Z 32400 + BADBIAS2p1
2003-03-19T15:30:00Z 32400 + BADBIAS2p2
2003-03-19T15:30:00Z 32400 + BADBIAS2p4
2005-06-23T04:00:00Z 25200 + BADBIAS2p1
2005-06-23T04:00:00Z 25200 + BADBIAS2p2
2005-06-23T04:00:00Z 25200 + BADBIAS2p3
2005-06-23T04:00:00Z 25200 + BADBIAS2p4
2005-11-18T11:30:00Z 32400 + BADBIAS2p1
2005-11-18T11:30:00Z 32400 + BADBIAS2p2
2005-11-18T11:30:00Z 32400 + BADBIAS2p3
2005-11-18T11:30:00Z 32400 + BADBIAS2p4
2005-11-28T13:30:00Z 14400 + BADBIAS2p1
2005-11-28T13:30:00Z 14400 + BADBIAS2p2
2005-11-28T13:30:00Z 14400 + BADBIAS2p3
2005-11-28T13:30:00Z 14400 + BADBIAS2p4
2005-12-09T16:50:00Z 7800 + BADBIAS2p1
2005-12-09T16:50:00Z 7800 + BADBIAS2p2
2005-12-09T16:50:00Z 7800 + BADBIAS2p3
2005-12-09T16:50:00Z 7800 + BADBIAS2p4
2005-12-10T00:20:00Z 24600 + BADBIAS2p1
2005-12-10T00:20:00Z 24600 + BADBIAS2p2
2005-12-10T00:20:00Z 24600 + BADBIAS2p3
2005-12-10T00:20:00Z 24600 + BADBIAS2p4
2005-12-17T06:30:00Z 3600 + BADBIAS2p1
2005-12-17T06:30:00Z 3600 + BADBIAS2p2
2005-12-17T06:30:00Z 3600 + BADBIAS2p3
2005-12-17T06:30:00Z 3600 + BADBIAS2p4
2005-12-17T12:00:00Z 10800 + BADBIAS2p1
2005-12-17T12:00:00Z 10800 + BADBIAS2p2
2005-12-17T12:00:00Z 10800 + BADBIAS2p3
2005-12-17T12:00:00Z 10800 + BADBIAS2p4
2005-12-18T14:00:00Z 10800 + BADBIAS2p1
2005-12-18T14:00:00Z 10800 + BADBIAS2p2
2005-12-18T14:00:00Z 10800 + BADBIAS2p3
2005-12-18T14:00:00Z 10800 + BADBIAS2p4
2005-12-24T15:30:00Z 7200 + BADBIAS2p1
2005-12-24T15:30:00Z 7200 + BADBIAS2p2
2005-12-24T15:30:00Z 7200 + BADBIAS2p3
2005-12-24T15:30:00Z 7200 + BADBIAS2p4
2006-01-25T00:30:00Z 4800 + PSWAKE2p12
2006-02-05T11:37:10Z 20   + PROBESA2p4
2006-04-04T07:50:00Z 600  + HBIASSA2p34
2006-04-04T07:50:00Z 600  + HBIASSA2p12
2006-04-04T08:20:00Z 600  + HBIASSA2p34
2006-05-04T06:00:00Z 32400 + HBIASSA2p34
2006-05-05T06:00:00Z 10800 + HBIASSA2p34
2006-05-06T15:00:00Z 10800 + HBIASSA2p34
2006-05-24T18:00:00Z 9000 + HBIASSA2p34
2006-05-25T09:00:00Z 10800 + HBIASSA2p34
2006-06-01T00:00:00Z 1467000 + HBIASSA2p34 % saturated until bias change
2006-06-01T00:00:00Z 1467000 + HBIASSA2p12
2006-06-27T08:00:00Z 10800 + HBIASSA2p34
2006-09-24T18:00:00Z 10800 - HBIASSA2p34
2006-09-24T18:00:00Z 10800 - HBIASSA2p12
2006-12-21T15:00:00Z 10800 - HBIASSA2p34
2006-12-21T15:00:00Z 10800 - HBIASSA2p32
2006-12-31T22:01:30Z 80    + HBIASSA2p34
2007-01-26T22:44:30Z 210   + HBIASSA2p12
2007-01-26T22:44:30Z 210   + HBIASSA2p34
2007-01-26T22:51:00Z 180   + HBIASSA2p12
2007-01-26T22:51:00Z 180   + HBIASSA2p34
2007-03-21T16:05:45Z 120   + HBIASSA2p12
2007-03-21T16:05:45Z 120   + HBIASSA2p34
2007-03-21T16:27:55Z 15    + HBIASSA2p12
2007-03-21T16:27:55Z 15    + HBIASSA2p34
2007-03-21T17:09:45Z 360   + HBIASSA2p12
2007-03-21T17:09:45Z 360   + HBIASSA2p12
2007-03-22T12:50:00Z 6600  + HBIASSA2p12
2007-03-22T12:50:00Z 6600  + HBIASSA2p34
2007-04-09T05:30:00Z 3600  + HBIASSA2p12
2007-04-09T05:30:00Z 3600  + HBIASSA2p34
2007-04-21T14:09:00Z 120   + HBIASSA2p12
2007-04-21T14:09:00Z 120   + HBIASSA2p34
2007-05-06T17:10:00Z 14400  + HBIASSA2p12
2007-05-06T17:10:00Z 14400  + HBIASSA2p34
2007-05-06T22:50:00Z 600   + HBIASSA2p12
2007-05-06T22:50:00Z 600   + HBIASSA2p34
2007-05-13T03:23:48Z 10000 + PROBESA2p1
2007-05-14T04:00:00Z 120   + HBIASSA2p34
2007-05-15T04:50:00Z 4200  + HBIASSA2p32
2007-05-15T04:50:00Z 4200  + HBIASSA2p34
2007-05-31T22:40:00Z 600   + HBIASSA2p32
2007-05-31T22:40:00Z 600   + HBIASSA2p34
2007-06-01T21:00:00Z 4800  + HBIASSA2p32
2007-06-01T21:00:00Z 4800  + HBIASSA2p34
2007-06-04T02:00:00Z 300   + BADBIASRESET2
2007-06-21T09:35:00Z 2100  + HBIASSA2p32
2007-06-21T09:35:00Z 2100  + HBIASSA2p34
2007-06-26T09:00:00Z 3600  + HBIASSA2p32
2007-06-26T09:00:00Z 3600  + HBIASSA2p34
2007-07-25T04:47:00Z 180   + PROBESA2p2
2007-07-25T04:47:00Z 180   + PROBESA2p3
2007-07-25T04:47:00Z 180   + PROBESA2p4
2007-09-19T12:03:00Z 155   + BADBIASRESET2
2007-11-30T19:15:00Z 120   + HBIASSA2p32
2007-11-30T19:15:00Z 120   + HBIASSA2p34
2008-06-14T12:32:00Z 11280 + HBIASSA2p32
2008-06-14T12:32:00Z 11280 + HBIASSA2p34
2008-06-14T16:20:00Z 3900  + HBIASSA2p32
2008-06-14T16:20:00Z 3900  + HBIASSA2p34
2008-09-25T18:00:00Z 54600 - HBIASSA2p32
2008-10-13T06:23:00Z 104820 - HBIASSA2p32
2008-11-04T14:40:00Z 20400 - HBIASSA2p32
2008-11-11T08:05:00Z 8700 - HBIASSA2p32
2008-12-09T07:25:31Z 9269 - HBIASSA2p32
2008-12-30T23:05:00Z 7500 + HBIASSA2p32
2008-12-30T23:05:00Z 7500 + HBIASSA2p34
